recall,precision
0.149,0.964780686774942
0.1495,0.9646625011600928
0.15,0.9645443155452437
0.1505,0.9644261299303944
0.151,0.9643079443155452
0.1515,0.9641897587006961
0.152,0.9640715730858469
0.1525,0.9639533874709977
0.153,0.9638352018561485
0.1535,0.9637170162412994
0.154,0.9635988306264501
0.1545,0.9634806450116009
0.155,0.9633624593967518
0.1555,0.9632442737819026
0.156,0.9631260881670534
0.1565,0.9630079025522041
0.157,0.962889716937355
0.1575,0.9627715313225058
0.158,0.9626533457076566
0.1585,0.9625351600928075
0.159,0.9624169744779583
0.1595,0.962298788863109
0.16,0.9621806032482598
0.1605,0.9620624176334107
0.161,0.9619442320185615
0.1615,0.9618260464037123
0.162,0.9617078607888632
0.1625,0.961589675174014
0.163,0.9614714895591647
0.1635,0.9613533039443156
0.164,0.9612351183294664
0.1645,0.9611169327146172
0.165,0.960998747099768
0.1655,0.9608805614849188
0.166,0.9607623758700696
0.1665,0.9606441902552204
0.167,0.9605260046403712
0.1675,0.9604078190255221
0.168,0.9602896334106729
0.1685,0.9601714477958236
0.169,0.9600532621809745
0.1695,0.9599350765661253
0.17,0.9598168909512761
0.1705,0.959698705336427
0.171,0.9595805197215778
0.1715,0.9594623341067285
0.17200000000000001,0.9593441484918793
0.17250000000000001,0.9592259628770302
0.17300000000000001,0.959107777262181
0.17350000000000002,0.9589895916473318
0.17400000000000002,0.9588714060324827
0.17450000000000002,0.9587532204176334
0.17500000000000002,0.9586350348027842
0.17550000000000002,0.958516849187935
0.176,0.9583986635730859
0.1765,0.9582804779582367
0.177,0.9581622923433875
0.1775,0.9580441067285383
0.178,0.9579259211136891
0.1785,0.9578077354988399
0.179,0.9576895498839908
0.1795,0.9575713642691416
0.18,0.9574531786542924
0.1805,0.9573349930394431
0.181,0.957216807424594
0.1815,0.9570986218097448
0.182,0.9569804361948956
0.1825,0.9568622505800464
0.183,0.9567440649651973
0.1835,0.956625879350348
0.184,0.9565076937354988
0.1845,0.9563895081206497
0.185,0.9562713225058005
0.1855,0.9561531368909513
0.186,0.9560349512761022
0.1865,0.9559167656612529
0.187,0.9557985800464037
0.1875,0.9556803944315545
0.188,0.9555622088167054
0.1885,0.9554440232018562
0.189,0.955325837587007
0.1895,0.9552076519721577
0.19,0.9550894663573086
0.1905,0.9549712807424594
0.191,0.9548530951276102
0.1915,0.9547349095127611
0.192,0.9546167238979119
0.1925,0.9544985382830626
0.193,0.9543803526682135
0.1935,0.9542621670533643
0.194,0.9541439814385151
0.1945,0.9540257958236659
0.195,0.9539076102088168
0.1955,0.9537894245939675
0.196,0.9536712389791183
0.1965,0.9535530533642692
0.197,0.95343486774942
0.1975,0.9533166821345708
0.198,0.9531984965197215
0.1985,0.9530803109048724
0.199,0.9529621252900232
0.1995,0.952843939675174
0.2,0.9527257540603249
0.2005,0.9526075684454757
0.201,0.9524893828306265
0.2015,0.9523711972157772
0.202,0.9522530116009281
0.2025,0.9521348259860789
0.203,0.9520166403712297
0.20350000000000001,0.9518984547563806
0.20400000000000001,0.9517802691415314
0.20450000000000002,0.9516620835266821
0.20500000000000002,0.9515438979118329
0.20550000000000002,0.9514257122969838
0.20600000000000002,0.9513075266821346
0.20650000000000002,0.9511893410672854
0.20700000000000002,0.9510711554524363
0.20750000000000002,0.950952969837587
0.20800000000000002,0.9508347842227378
0.2085,0.9507165986078887
0.209,0.9505984129930395
0.2095,0.9504802273781903
0.21,0.950362041763341
0.2105,0.9502438561484919
0.211,0.9501256705336427
0.2115,0.9500074849187935
0.212,0.9498892993039444
0.2125,0.9497711136890952
0.213,0.949652928074246
0.2135,0.9495347424593967
0.214,0.9494165568445476
0.2145,0.9492983712296984
0.215,0.9491801856148492
0.2155,0.9490620000000001
0.216,0.9489438143851509
0.2165,0.9488256287703016
0.217,0.9487074431554524
0.2175,0.9485892575406033
0.218,0.9484710719257541
0.2185,0.9483528863109049
0.219,0.9482347006960558
0.2195,0.9481165150812065
0.22,0.9479983294663573
0.2205,0.9478801438515081
